LicNumber,LicName,LicPhone,LicFax,StoreAddress1,StoreAddress2,StoreAddress3,MailingAddress11,MailingAddress21,MailingAddress31,StoreCity,StorePC
77816200,WILLOW PARK WINES & SPIRITS,(403) 296-1640,(403) 225-0376,10801 BONAVENTURE DRIVE SE, , ,10801 BONAVENTURE DRIVE SE, , ,CALGARY,T2J 6Z8
77824000,LIQUOR TOWN,(403) 870-9861,NOFAX,8-735 RANCHLANDS BOULEVARD NW, , ,180 WHITEGLEN CRESCENT NE, , ,CALGARY,T3G 3A9
77827500,MILLRISE LIQUOR,(587) 481-4947,NOFAX,31-15 MILLRISE BOULEVARD SW, , ,119 COVEPARK GREEN NE, , ,CALGARY,T2Y 1X7
77827600,MINHAS LIQUOR STORE,(403) 383-0400,NOFAX,4831 MACLEOD TRAIL SW, , ,205 ROCKCLIFF BAY NW, , ,CALGARY,T2G 5C1
77845000,COLLECTIVE-A CRAFT BEER SHOP,(403) 984-5009,NOFAX,445-12445 LAKE FRASER DRIVE SE, , ,445-12445 LAKE FRASER DRIVE SE, , ,CALGARY,T2J 7A4
77850100,CO-OP WINE SPIRITS BEER-CROWCHILD CORNER,(403) 453-1904,NOFAX,17-2439 54 AVENUE SW, , ,17-2439 54 AVENUE SW, , ,CALGARY,T3E 1M4
77851300,HIDDEN VALLEY WINE AND SPIRITS,(403) 903-1331,NOFAX,10097 HIDDEN VALLEY DRIVE NW, , ,35 KINGSLAND WAY SE, , ,CALGARY,T3A 5Z7
77864900,MEGA LIQUOR STORE,(403) 207-9530,NOFAX,190-495 36 STREET  NE, , ,118 CITYSCAPE WAY NE, , ,CALGARY,T2A 6K3
77870200,WILLOW PARK WINES & SPIRITS EAU CLAIRE,(403) 262-9463,NOFAX,162-200 BARCLAY PARADE SW, , ,162-200 BARCLAY PARADE SW, , ,CALGARY,T2P 4R5
77877700,MARLBOROUGH LIQUOR,(403) 560-3339,NOFAX,2-5268 MARLBOROUGH DRIVE NE, , ,41 HAMPSTEAD TERRACE NW, , ,CALGARY,T2A 5L5
77901300,58TH AVENUE LIQUOR STORE,(587) 350-8292,NOFAX,111- 5809 MACLEOD TRAIL SW, , ,224 CHAPARRAL DRIVE SE, , ,CALGARY,T2H 0J9
77912000,LIQUOR DEPOT AT MONTGOMERY,(403) 620-4190,NOFAX,11-5032 16 AVENUE NW, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T3B 0N3
77912100,12TH AVE. LIQUOR DEPOT,(403) 620-4190,NOFAX,100-825 12 AVENUE SW, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2R 0J2
77917100,YYC LIQUOR,(587) 700-7085,NOFAX,1918 32 AVENUE NE, , ,207 KINCORA VIEW NW, , ,CALGARY,T2E 6R6
77918700,CANYON CREEK LIQUOR STORE,-,NOFAX,1045 CANYON MEADOWS DRIVE SW, , ,1045 CANYON MEADOWS DRIVE SW, , ,CALGARY,T2W 5V3
77920700,LIQUOR TOWN,(403) 870-9861,NOFAX,37 CROWFOOT RISE NW, , ,180 WHITEGLEN CRESCENT NE, , ,CALGARY,T3G 4P5
77937300,RED STONE LIQUOR,(587) 291-9692,NOFAX,103 630 REDSTONE DRIVE NE, , ,19 SADDLELAKE VIEW NE, , ,CALGARY,T3N 1L4
77937400,CAPITOL HILL LIQUOR,(403) 400-0378,NOFAX,2110 14 STREET NW, , ,2110 14 STREET NW, , ,CALGARY,T2M 3N5
77942800,BK LIQUOR (TUXEDO),(403) 499-8000,NOFAX,259 20 AVENUE NE, , ,259 20 AVENUE NE, , ,CALGARY,T2E 1R1
77948400,ACE LIQUOR DISCOUNTER AT DOVER,(403) 620-4190,NOFAX,13-3525 26 AVENUE SE, , ,101 17220 STONY PLAIN ROAD, , ,CALGARY,T2B 2M9
77968800,5 VINES WINES  CRAFT BEER & SPIRITS,(587) 620-1922,NOFAX,105 MAHOGANY CENTRE SE, , ,218 12 AVENUE SE, , ,CALGARY,T3B 2C7
77976000,BIN 905 DISTINCT WINES,(403) 261-1600,NOFAX,2311 4 STREET SW, , ,6045 4 STREET SE, , ,CALGARY,T2S 0K4
77985300,GRAPE WINE AND SPIRITS,(587) 216-7877,NOFAX,705 5 AVENUE SW, , ,705 5 AVENUE SW, , ,CALGARY,T2P 0N2
77986600,CO-OP WINE SPIRITS BEER - WORLD OF WINE,(587) 956-8511,NOFAX,270-333 5 AVENUE SW, , ,270-333 5 AVENUE SW, , ,CALGARY,T2P 3B6
77993500,CANADIAN LIQUOR STORE #4,(403) 257-2880,NOFAX,16648 MCKENZIE LAKE BOULEVARD SE, , ,16648 MCKENZIE LAKE BOULEVARD SE, , ,CALGARY,T2Z 1N4
77993600,CRESENT LIQUOR,(403) 585-0261,NOFAX,117-831 EDMONTON TRAIL NE, , ,689 EAST LAKEVIEW ROAD, , ,CALGARY,T2E 3J8
77997700,ACE LIQUOR DISCOUNTER AT CHAPARRAL,(403) 254-2811,NOFAX,111-10 CHAPARRAL DRIVE SE, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2X 3R7
77997800,ACE LIQUOR DISCOUNTER AT COACH HILL,(403) 240-2444,NOFAX,6448 OLD BANFF COACH ROAD SW, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T3H 2H4
77998000,ACE LIQUOR DISCOUNTER AT TRANS CANADA,(403) 296-0590,NOFAX,216-1440 52 STREET NE, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2A 4T8
77998200,ACE LIQUOR DISCOUNTER AT LAKEVIEW,(403) 531-1780,NOFAX,LAKEVIEW PLAZA SHOPPING CENTRE,107-6449 CROWCHILD TRAIL SW, ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T3E 5R7
77998300,ACE LIQUOR AT DALHOUSIE,(403) 202-1088,NOFAX,159-5005 DALHOUSIE DRIVE NW, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T3A 5R8
77998400,ACE LIQUOR DISCOUNTER AT MONTEREY SQUARE,(403) 293-5593,NOFAX,116-2220 68 STREET NE, , ,101 17220 STONY PLAIN ROAD, , ,CALGARY,T1Y 6Y7
77998500,ACE LIQUOR DISCOUNTER AT ACADIA,(403) 640-4665,NOFAX,379 HERITAGE DRIVE SE, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2H 1M8
77998600,ACE LIQUOR DISCOUNTER AT COUNTRY HILLS,(403) 226-0028,NOFAX,303-500 COUNTRY HILLS BOULEVARD NE, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T3K 4Y7
77998800,ACE LIQUOR DISCOUNTER AT HARVEST HILLS,(403) 226-6258,NOFAX,9650 HARVEST HILLS BOULEVARD NE, , ,101-17220 STONY PLAIN ROAD NW, , ,CALGARY,T3K 0B3
77998900,ACE LIQUOR DISCOUNTER AT MIDLAKE,(403) 254-5555,NOFAX,620-22 MIDLAKE BOULEVARD SE, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2X 2X7
77999000,ACE LIQUOR DISCOUNTER AT GLENMORE SQUARE,(403) 236-8560,NOFAX,56-7740 18 STREET SE, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2C 2N5
78002000,ACE LIQUOR DISCOUNTER AT OAK BAY PLAZA,(587) 354-6002,NOFAX,183-2515 90 AVENUE SW, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2V 0L8
78004100,ACE DISCOUNTER AT DEER VALLEY,(403) 296-0595,(403) 278-1518,319-1221 CANYON MEADOWS DRIVE SE, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2J 6G2
78011100,ALBERTA BEER EXCHANGE,(587) 353-5556,NOFAX,130-1642 10 AVENUE SW, , ,130-1642 10 AVENUE SW, , ,CALGARY,T3C 0J5
78013000,ACE LIQUOR DISCOUNTER AT EDMONTON TRAIL,(780) 989-7601,NOFAX,1-1211 EDMONTON TRAIL NE, , ,101 17220 STONY PLAIN ROAD NW, , ,CALGARY,T2E 6W2
78016500,ACE LIQUOR DISCOUNTER AT ROYAL OAK,-,NOFAX,6106-8650 112 AVENUE NW, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T3R 0R5
78025200,SPIKE LIQUOR,(403) 560-3339,NOFAX,7337 SIERRA MORENA BOULEVARD SW, , ,41 HAMPSTEAD TERRACE NW, , ,CALGARY,T3H 3V4
78029100,BUZZ BUDDY LIQUOR,-,NOFAX,858-11520 24 STREET SE, , ,3205-210 15 AVENUE SE, , ,CALGARY,T2Z 3E9
78030100,SADDLERIDGE LIQUOR,(403) 690-4196,NOFAX,128-20 SADDLESTONE DRIVE NE, , ,417 SADDLELAKE DRIVE NE, , ,CALGARY,T3J 0W8
78034600,SAVANNA LIQUOR,(403) 293-4030,NOFAX,108-9036 46 STREET NE, , ,108-9036 46 STREET NE, , ,CALGARY,T3J 2E3
78037000,LEGACY LIQUOR,(403) 483-0821,NOFAX,421-3508 32 AVENUE NE, , ,421-3508 32 AVENUE NE, , ,CALGARY,T1Y 6J2
78041500,LIQUOR DEPOT AT NORTH HILL,(403) 296-0745,NOFAX,1810-1632 14 AVENUE NW, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2N 1M7
78044100,HOT SHOT LIQUOR STORE,(403) 764-0100,NOFAX,336 14 STREET NW, , ,6 CITYSCAPE HEATH NE, , ,CALGARY,T2N 1Z7
78045400,LIQUOR WELLZ (MEWATA),(587) 955-9336,NOFAX,535 10 STREET SW, , ,2538 CATALINA BOULEVARD NE, , ,CALGARY,T2P 2B8
78045500,LIQUOR WELLZ (TARADALE),(403) 299-4020,NOFAX,300-6520 FALCONRIDGE BOULEVARD NE, , ,2538 CATALINA BOULEVARD NE, , ,CALGARY,T3J 3W6
78050400,ACE LIQUOR DISCOUNTER AT TUSCANY,(403) 374-2060,NOFAX,101-5029 NOSE HILL DRIVE NW, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T3L 0A2
78050500,ACE LIQUOR DISCOUNTER AT PANORAMA,(403) 567-1110,NOFAX,12 PANATELLA BOULEVARD NW, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T3K 5Z6
78050600,ACE LIQUOR DISCOUNTER AT DOUGLASDALE,(403) 236-8799,NOFAX,7-3451 DOUGLASDALE BOULEVARD SE, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2Z 4J1
78050700,ACE LIQUOR DISCOUNTER AT CROSSROADS,(403) 250-6600,NOFAX,2141 18 AVENUE NE, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2E 1R7
78050800,ACE LIQUOR DISCOUNTER AT COPPERPOND,(403) 203-7588,NOFAX,209-151 COPPERPOND BOULEVARD SE, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2Z 0Z7
78050900,ACE LIQUOR DISCOUNTER AT COPPERFIELD,(403) 263-2337,NOFAX,10 COPPERSTONE STREET SE, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2Z 0V4
78051200,SOLO LIQUOR AT BONAVENTURE,(403) 252-8377,NOFAX,MACLEOD PLAZA,8-9250 MACLEOD TRAIL SE, ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2J 0P5
78051500,ACE LIQUOR DISCOUNTER AT BANKVIEW,(403) 229-9540,NOFAX,2601 14 STREET SW, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2T 3T9
78053500,LEMON WINE AND SPIRITS,-,NOFAX,129-6707 ELBOW DRIVE SW, , ,129-6707 ELBOW DRIVE SW, , ,CALGARY,T2V 0E3
78053800,LIQUOR PALACE 5,(403) 926-1567,NOFAX,156-11125 38 STREET NE, , ,74 SADDLELAKE VIEW NE, , ,CALGARY,T3N 0R6
78055500,CO-OP WINE SPIRITS BEER-SAGE HILL,(587) 392-9827,NOFAX,202 129 SAGE VALLEY COMMON NW, , ,202 129 SAGE VALLEY COMMON NW, , ,CALGARY,T3R 1T8
78063500,LIQUOR BANK CROWFOOT,(403) 374-4397,NOFAX,818-800 CROWFOOT CRESCENT NW, , ,44 ROCKCLIFF POINT NW, , ,CALGARY,T3G 4S3
78064700,LIQUOR BANK FISHCREEK,-,NOFAX,3111-380 CANYON MEADOWS DRIVE SE, , ,44 ROCKCLIFF POINT NW, , ,CALGARY,T2J 7C3
78065500,SONY LIQUOR,(403) 313-5544,NOFAX,3A-135 WHITEFIELD DRIVE NE, , ,9 SADDLELAKE GREEN NE, , ,CALGARY,T1Y 5X1
78066500,CHINOOK LIQUOR LTD.,(204) 590-9494,NOFAX,107-6008 MACLEOD TRAIL SW, , ,107-6008 MACLEOD TRAIL SW, , ,CALGARY,T2H 0K1
78070200,SPIRITS OF DOVER,(403) 569-0547,NOFAX,4028 26 STREET SE, , ,4028 26 STREET SE, , ,CALGARY,T2B 2Y4
78070900,CANADA LIQUOR,(403) 453-4279,NOFAX,A8-4404 14 STREET NW, , ,224 MACEWAN PARK VIEW NW, , ,CALGARY,T2K 1J5
78078900,BI-MOR LIQUOR,(403) 605-6834,NOFAX,1130-5850 88 AVENUE NE, , ,1130-5850 88 AVENUE NE, , ,CALGARY,T3J 0Z7
78081500,REX LIQUOR,(403) 921-5674,NOFAX,3142 GLENMORE COURT SE, , ,321 TARINGTON CLOSE NE, , ,CALGARY,T2C 2E6
78082700,OLYMPIA LIQUOR MEMORIAL DRIVE,(403) 455-3101,(403) 455-3104,36-6060 MEMORIAL DRIVE NE, , ,20-6624 CENTRE STREET SE, , ,CALGARY,T2A 5Z5
78083900,11-ELEVEN LIQUOR,(403) 804-6727,NOFAX,6B-4100 MARLBOROUGH DRIVE NE, , ,141 CORAL REEF MANOR NE, , ,CALGARY,T2A 2Z5
78089200,LIQUOR WELLZ (SOUTH TRAIL),-,NOFAX,40-4307 130 AVENUE SE, , ,2538 CATALINA BOULEVARD NE, , ,CALGARY,T2Z 3V8
78092000,STAR LIQUOR & WINE BOUTIQUE,(403) 827-7723,NOFAX,3110-47 LEGACY VIEW SE, , ,106-2323 32 AVENUE NE, , ,CALGARY,T2X 4A7
78093000,COST LOW LIQUOR,(403) 620-5316,NOFAX,2037 26 AVENUE SW, , ,2037 26 AVENUE SW, , ,CALGARY,T2T 1E5
78096400,STAR & SHINE LIQUOR OUTLET,-,NOFAX,2-1719 70 STREET SE, , ,591 EVANSTON DRIVE NW, , ,CALGARY,T2A 7Z6
78102700,YOUR STAR LIQUOR,(403) 827-7723,NOFAX,270-2971 136 AVENUE NW, , ,270-2971 136 AVENUE NW, , ,CALGARY,T3P 1N7
78106000,CRESCENT LIQUOR,(403) 828-0399,NOFAX,101 35 CRANFORD WAY SE, , ,689 EAST LAKEVIEW ROAD, , ,CALGARY,T3M 3A9
78106700,MH 2 LIQUOR STORE,(587) 225-1975,NOFAX,3106A 4 STREET NW, , ,24 SKYVIEW POINT TERRACE NE, , ,CALGARY,T2M 3A4
78107900,BSW LIQUOR,(587) 619-1346,NOFAX,134-425 AVIATION ROAD NE, , ,193 ASPENMERE CIRCLE, , ,CALGARY,T2E 5T5
78112200,STACEY'S LIQUOR STOP,(403) 993-7059,NOFAX,F15-8330 MACLEOD TRAIL SE, , ,112 DEERMONT ROAD SE, , ,CALGARY,T2H 2V2
78114100,DAILY LIQUOR WINE AND SPIRITS,-,NOFAX,1336D 16 AVENUE NW, , ,1336D 16 AVENUE NW, , ,CALGARY,T2M 0L1
78138000,BSW LIQUOR,(587) 232-9760,NOFAX,4120-250 EAST HILLS SQUARE SE, , ,193 ASPENMERE CIRCLE, , ,CALGARY,T2A 7A7
78140100,OLYMPIA LIQUOR COP,(403) 605-6529,NOFAX,410-923 NA'A DRIVE SW, , ,20 6624 CENTRE STREET SE, , ,CALGARY,T3H 6A4
78142000,LIQUOR DISCOUNTER,-,NOFAX,108-4720 EDMONTON TRAIL NE, , ,108-4720 EDMONTON TRAIL NE, , ,CALGARY,T2E 3V8
78147700,LEGACY LIQUOR,-,NOFAX,3308 17 AVENUE SW, , ,59 TARALEAS PLACE NW, , ,CALGARY,T3E 0B4
78148200,FIESTA LIQUOR,(403) 630-8641,NOFAX,218-11 HIDDEN CREEK DRIVE NW, , ,213 PANTEGO ROAD NW, , ,CALGARY,T3A 6K6
78153800,CITY SCAPE LIQUOR,(403) 970-4590,NOFAX,5134-4310 104 AVENUE NE, , ,5134-4310 104 AVENUE NE, , ,CALGARY,T3N 1W5
78163900,SHIRLEY'S LIQUOR,(587) 779-5422,NOFAX,120-901 CENTRE STREET NW, , ,120-901 CENTRE STREET NW, , ,CALGARY,T2E 2P6
78167100,JAZZ LIQUOR CORNERSTONE,(403) 618-6125,NOFAX,160-75 CORNER MEADOW PA NE, , ,224 CHAPARRAL DRIVE SE, , ,CALGARY,T3N 1B8
78167800,PRAIRIE WINE & SPIRITS,(403) 681-7786,NOFAX,101-4655 54 AVENUE NE, , ,14 MARTINDALE BOULEVARD NE, , ,CALGARY,T3J 3Z4
78168400,PREMIER WINE SPIRITS AND LIQUOR,(403) 460-2523,NOFAX,208E HADDON ROAD SW, , ,208E HADDON ROAD SW, , ,CALGARY,T2V 2Y7
78174800,LEMON LIQUOR,(403) 422-0967,NOFAX,1-145 POINT DRIVE NW, , ,81 SKYVIEW RANCH BOULEVARD NE, , ,CALGARY,T3B 4W1
78174900,VALLEY RIDGE LIQUOR STORE,(403) 247-0341,NOFAX,200-11245 VALLEY RIDGE DRIVE NW, , ,68 ROCKYSPRING GROVE NW, , ,CALGARY,T3B 5V4
78179800,ACE LIQUOR DISCOUNTER AT BANKVIEW,(780) 989-7601,NOFAX,2601 14 STREET SW, , ,101 17220 STONY PLAIN ROAD, , ,CALGARY,T2T 3T9
78184500,LIQUOR DEPOT AT WALDEN EAST,(780) 989-7601,NOFAX,2127-19605 WALDEN BOULEVARD SE, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2X 0M7
78194100,7 STAR LIQUOR,(403) 966-6692,NOFAX,31-4604 37 STREET SW, , ,198 FALMERE WAY NE, , ,CALGARY,T3E 3C9
78195600,SHOP N SAVE LIQUOR STORE,(587) 433-7656,NOFAX,2-7112 MACLEOD TRAIL SE, , ,2-7112 MACLEOD TRAIL SE, , ,CALGARY,T2H 0L3
78195800,MARKET WINES,(403) 714-0466,NOFAX,4109 UNIVERSITY AVENUE NW, , ,BAY 11 415 60 AVENUE SE, , ,CALGARY,T3B 6K3
78197600,POLO LIQUOR,(403) 401-0018,NOFAX,307-2555 32 STREET NE, , ,27 TARALAKE GARDENS NE, , ,CALGARY,T1Y 7J6
78202600,SPRING LIQUOR JUNCTION,(403) 451-9057,NOFAX,3417 26 AVENUE SW, , ,3417 26 AVENUE SW, , ,CALGARY,T3E 0N3
78204200,EDGEMONT LIQUORLAND WINE & BEER SHOP,(587) 296-4741,NOFAX,108-45 EDENWOLD DRIVE NW, , ,295 CASTLERIDGE DRIVE NE, , ,CALGARY,T3A 3S8
78206300,COLD BEER LIQUOR STORE,(403) 605-4867,NOFAX,4347 MACLEOD TRAIL SW, , ,12 PANATELLA ROW NW, , ,CALGARY,T2G 0A3
78207800,LIQUOR BARREL,(403) 971-5287,NOFAX,180 LEGACY MAIN STREET SE, , ,160 CAMBRIDGE PARK WAY, , ,CALGARY,T2X 4R9
78209100,LIQUOR PORT,(403) 252-3657,NOFAX,110A-1919 SOUTHLAND DRIVE SW, , ,541 2719 17 AVENUE SW, , ,CALGARY,T2W 0K1
78212000,LAVISH LIQUOR,(587) 707-9060,NOFAX,122-5403 CROWCHILD TRAIL NW, , ,169 RAINBOW FALLS HEATH, , ,CALGARY,T3B 4Z1
78214200,ABLO ERINWOODS,(403) 808-2301,NOFAX,3565 52 STREET SE, , ,488 TARA COVE ESTATES DRIVE NE, , ,CALGARY,T2B 3R3
78216600,LIQUOR DROPS,(403) 554-0503,NOFAX,101-3509 17 AVENUE SE, , ,328 LIVINGSTON VIEW NE, , ,CALGARY,T2A 0R6
78218000,MEMORIAL LIQUOR STORE,(403) 235-1745,NOFAX,3-120 36 STREET SE, , ,90 CHAPPARAL GROVE SE, , ,CALGARY,T2A 1B6
78227300,ABLO (BRAE CENTRE),(403) 836-4016,NOFAX,25A-11440 BRAESIDE DRIVE SW, , ,488 TARACOVE ESTATE DRIVE NE, , ,CALGARY,T2W 3N4
78227500,ABLO (WESTBROOK),(403) 836-4016,NOFAX,21-1200 37 STREET SW,WESTBROOK SHOPPING CENTRE, ,488 TARACOVE ESTATE DRIVE NE, , ,CALGARY,T3C 1S2
78227600,ABLO (VILLAGE SQUARE),(403) 836-4016,NOFAX,115-2640 52 STREET NE, , ,488 TARACOVE ESTATE DRIVE NE, , ,CALGARY,T1Y 3R6
78228000,LEGACY LIQUOR,(403) 455-9294,NOFAX,710-1110 PANATELLA BOULEVARD NW, , ,140-2635 37 AVENUE NE, , ,CALGARY,T3K 0S6
78231500,KLACKING BOTTLES,(403) 775-9814,NOFAX,1402 9 AVENUE SE, , ,45 LOS ALAMOS CRESCENT NE, , ,CALGARY,T2G 0T5
78250400,SHIPMASTERS WINE AND SPIRITS,(403) 235-1122,NOFAX,A-3111 17 AVENUE SE, , ,201 NOLANHURST HEIGHTS NW, , ,CALGARY,T2A 0P7
78257000,SPIKE WINE AND LIQUOR,(587) 864-8688,NOFAX,1-5555 STRATHCONA HILL SW, , ,1-5555 STRATHCONA HILL SW, , ,CALGARY,T3H 1S2
77034200,ALES WINES & SPIRITS,(780) 985-3334,(780) 985-3334,5001 50 AVENUE, , ,PO BOX 1200, , ,CALMAR,T0C 0V0
78141300,COUNTRYSIDE LIQUOR STORE,(780) 263-0750,NOFAX,5011 50 AVE, , ,PO BOX 420, , ,CALMAR,T0C 0V0
78167500,CALMAR LIQUOR STORE,(780) 282-1171,NOFAX,4710 50 AVENUE, , ,PO BOX 300, , ,CALMAR,T0C 0V0
74256700,HARLEY'S,(780) 672-1010,(780) 672-2394,6520 48 AVENUE, , ,6520 48 AVENUE, , ,CAMROSE,T4V 3A3
76077300,COUNTRY GARDEN LIQUOR STORE,(780) 672-6665,(780) 672-7461,3911 48 AVENUE, , ,3911 48 AVENUE, , ,CAMROSE,T4V 2Z1
76147500,REAL CANADIAN LIQUOR STORE,(780) 608-2240,(780) 608-2239,7001 48 AVENUE, , ,7001 48 AVENUE, , ,CAMROSE,T4V 4W1
77030100,DALE'S LIQUOR STORE,(780) 672-1510,(780) 672-0321,4809 51 AVENUE, , ,4809 51 AVENUE, , ,CAMROSE,T4V 0V4
77528200,MCSLIQUORS,(780) 608-1947,NOFAX,4907A 48 AVENUE, , ,4907A 48 AVENUE, , ,CAMROSE,T4V 0J4
78065700,VIVO LIQUOR,(780) 266-8890,NOFAX,405-6805 48 AVENUE, , ,2609 21A AVENUE NW, , ,CAMROSE,T4V 4W1
78196300,C2H5,(778) 922-3515,NOFAX,5709 48 AVENUE, , ,5709 48 AVENUE, , ,CAMROSE,T4V 0J9
78226900,ACE LIQUOR DISCOUNTER AT CAMROSE,(780) 679-2480,NOFAX,318-6800 48 AVENUE, , ,101 17220 STONY PLAIN ROAD, , ,CAMROSE,T4V 4T1
76346600,SOBEYS LIQUOR (CANMORE),(403) 609-6636,(403) 609-2668,104-1040 RAILWAY AVENUE, , ,1020 64 AVENUE NE, , ,CANMORE,T1W 1P4
76698700,CANMORE WINE MERCHANTS,(403) 678-4999,NOFAX,836 MAIN STREET, , ,836 MAIN STREET, , ,CANMORE,T1W 2B7
76983100,CELLAR DOOR,(403) 675-1100,NOFAX,109-701 BENCHLANDS TRAIL, , ,109-701 BENCHLANDS TRAIL, , ,CANMORE,T1W 3G9
77308900,RUSTY'S DOWNTOWN LIQUOR,(403) 678-4465,NOFAX,3-801 MAIN STREET, , ,2-801 MAIN STREET, , ,CANMORE,T1W 2B3
77353700,SAFEWAY LIQUOR (RAILWAY AVENUE),(403) 609-4655,(403) 609-4604,200-1200 RAILWAY AVENUE, , ,1020 64 AVENUE NE, , ,CANMORE,T1W 1P4
77377100,UNWINED@3SISTERS WINE  BEER AND SPIRITS,(403) 763-0046,NOFAX,LTD.,102B-75 DYRGAS GATE, ,LTD.,102-75 DYRGAS GATE, ,CANMORE,T1W 0A6
77529000,COUGAR'S LIQUOR,(403) 678-2000,NOFAX,102-1005 COUGAR CREEK DRIVE, , ,1 - 1000 COUGAR CREEK DRIVE, , ,CANMORE,T1W 1E1
77777800,SPRING CREEK CELLARS,(403) 688-4791,NOFAX,703C-707 SPRING CREEK DRIVE, , ,1F-737 MALLARD ALLEY, , ,CANMORE,T1W 2J9
77879300,CORK'N BOTTLE BEER WINE & SPIRITS,(780) 364-0022,NOFAX,105-300 OLD CANMORE ROAD, , ,72 WALTERS PLACE, , ,CANMORE,T1W 0L5
77996300,ACE LIQUOR DISCOUNTER AT CANMORE,(403) 678-2451,NOFAX,120-1120 RAILWAY AVENUE, , ,101-17220 STONY PLAIN ROAD, , ,CANMORE,T1W 1P4
78020100,3 PEAKS LIQUOR,(403) 753-2234,NOFAX,105-721 8 STREET, , ,PO BOX 3059, , ,CANMORE,T1W 1W4
78049100,ACE LIQUOR DISCOUNTER AT CANMORE SOUTH,(403) 678-9378,NOFAX,101-802 BOW VALLEY TRAIL, , ,101-17220 STONY PLAIN ROAD, , ,CANMORE,T1W 1N6
78122800,EVERY WINE LIQUOR STORE,(778) 929-5058,NOFAX,4-1302 BOW VALLEY TRAIL, , ,375-151 10090 152 STREET, , ,CANMORE,T1W 1N6
78187000,MIXED CULTURE BEER SHOP,(403) 688-9060,NOFAX,112-737 7 AVENUE, , ,133 SUNDOWN ROAD, , ,CANMORE,T1W 3H8
78212100,ANGRY BEAR GROWLERS,(403) 688-8852,NOFAX,105-304 OLD CANMORE ROAD, , ,206 1001 6 AVENUE, , ,CANMORE,T1W 0L5
78218400,LIQUOR POINT,(403) 629-3242,NOFAX,D-1702 BOW VALLEY TRAIL, , ,226-4851 WESTWINDS DRIVE NE, , ,CANMORE,T1W 1N5
74266000,CAROLINE LIQUOR STORE,(403) 722-3161,(403) 722-3161,2-4903 50 AVENUE, , ,PO BOX 566, , ,CAROLINE,T0M 0M0
76152000,WESTSIDE LIQUOR STORE,(403) 722-3135,(403) 722-3155,5107 50 AVENUE, , ,PO BOX 741, , ,CAROLINE,T0M 0M0
76753300,CARSTAIRS LIQUOR,(403) 337-3939,NOFAX,307 10 AVENUE SOUTH, , ,PO BOX 1748, , ,CARSTAIRS,T0M 0N0
77100500,AB LIQUOR MART,(403) 940-3333,(403) 940-3336,4-517 10 AVENUE S, , ,PO BOX 908, , ,CARSTAIRS,T0M 0N0
77297500,CARSTAIRS COLD BEER AND LIQUOR STORE,(403) 337-3704,(403) 337-3773,105 10 AVENUE S, , ,806 CANOE GREEN SW, , ,CARSTAIRS,T0M 0N0
78124100,LUMINOUS LIQUOR,(403) 978-7259,NOFAX,A-505 10 AVENUE, , ,23 ST JOHNS PLACE, , ,CARSTAIRS,T0M 0N0
76354200,CASTOR LIQUOR STORE,(403) 882-3855,(403) 882-3708,1-5301 50 AVENUE, , ,PO BOX 371, , ,CASTOR,T0C 0X0
77715200,LIQUOR PIG,(403) 882-4677,(403) 882-4688,5205 50 AVENUE, , ,PO BOX 442, , ,CASTOR,T0C 0X0
74242600,JR'S LIQUOR MART,(780) 858-3766,(780) 858-2014,113 MAIN STREET, , ,PO BOX 264, , ,CHAUVIN,T0B 0V0
76738600,SOBEYS LIQUOR (CHESTERMERE),(403) 204-2140,(403) 204-2179,103-156 CHESTERMERE STATION WAY, , ,1020 64 AVENUE NE, , ,CHESTERMERE,T1X 0A9
76845800,GLOBAL LIQUOR STORE #5,(403) 452-7935,(403) 235-0990,107-300 MERGANSER DRIVE WEST, , ,516 PANATELLA COURT NW, , ,CHESTERMERE,T1X 1L6
